Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Tipo Limitless
[SEGUIMIENTO-ESCALA] El estado del lead se deriva en memoria con techo de 2.000,Task,Medium,ventas,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{MAX_LEADS = 2000}} y {{fetchAllRows}} en {{app/sales/lead-actions.ts:136-200}}. Producción: 1.252 {{sales_leads}} (era 964 el 09-03).

*Qué hay que hacer:* antes de ~1.800 leads, derivar el estado en SQL (vista/función), sin persistirlo.

*Dónde:* {{apps/web/app/sales/lead-actions.ts}}, {{apps/web/lib/sales/lead-thread.ts}}.

Fuente: PENDIENTES.md [SEGUIMIENTO-ESCALA] · Doc del área: docs/areas/ventas.md",SEGUIMIENTO-ESCALA,Ventas,P2,deuda técnica
[LLAMADAS-CANCELED-BY] cancelled_by siempre unknown,Story,Medium,ventas,p2,feature,,,"*Tipo:* feature

*Estado verificado:* {{lib/calendly/sync-events.ts:108}} y {{closer-sync.ts:227}} escriben {{unknown}}; {{cancellation.canceled_by}} no se lee.

*Qué hay que hacer:* leer {{cancellation.canceled_by}} del evento/invitee de Calendly y mapear a {{lead}}/{{closer}}.

*Dónde:* {{apps/web/lib/calendly/fetch-scheduled-events.ts}}, {{sync-events.ts}}, {{closer-sync.ts}}.

Fuente: PENDIENTES.md [LLAMADAS-CANCELED-BY] · Doc del área: docs/areas/ventas.md",LLAMADAS-CANCELED-BY,Ventas,P2,feature
[ZERNIO-ANALISIS-UNTRUSTED] El análisis de DMs confía en lo que manda el navegador,Bug,Medium,ventas,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* auditoría §3 ""Seguridad"" 6. {{analyzeZernioConversationAction}} ({{app/integrations/zernio/actions.ts:493-628}}) recibe los mensajes desde el cliente (no los relee de Zernio), los mete en el prompt sin {{wrapUntrustedContent}}, hace spread del JSON del modelo en el upsert y registra lead magnets a partir de ese texto.

*Qué hay que hacer:* releer los mensajes server-side con {{getMessages}}, envolverlos con {{wrapUntrustedContent}}, whitelistear los campos del resultado.

*Dónde:* {{apps/web/app/integrations/zernio/actions.ts}}.

Fuente: PENDIENTES.md [ZERNIO-ANALISIS-UNTRUSTED] · Doc del área: docs/areas/ventas.md",ZERNIO-ANALISIS-UNTRUSTED,Ventas,P2,seguridad
"[TOKENS-TEXTO-PLANO] (parte Ventas) Tokens de Calendly, Fathom org y ManyChat sin cifrar",Bug,Medium,ventas,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* auditoría §3 ""Seguridad"" 2. {{calendly_integrations.access_token/refresh_token}} ({{lib/calendly/oauth-token.ts}}), {{fathom_integrations.api_key}} ({{lib/fathom/process-call.ts:143}}) en claro; RLS cerrado. La key por miembro sí se cifra.

*Qué hay que hacer:* cifrar al escribir con {{lib/security/encryption}} y migrar lo guardado.

*Dónde:* {{apps/web/lib/calendly/*}}, {{apps/web/lib/fathom/connect.ts}}.

Fuente: PENDIENTES.md [TOKENS-TEXTO-PLANO] · Doc del área: docs/areas/ventas.md",TOKENS-TEXTO-PLANO,Ventas,P2,seguridad
[CALENDLY-WEBHOOK-REPLAY] El webhook de Calendly no valida la ventana de tiempo,Bug,Medium,ventas,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* auditoría §3 ""Seguridad"" 4. {{parseCalendlySignature}} lee {{t}} pero {{verifyCalendlySignature}} ({{app/api/integrations/calendly/webhook/route.ts:11-35}}) no la compara contra el reloj.

*Qué hay que hacer:* rechazar {{t}} con más de 5 min de diferencia.

*Dónde:* {{apps/web/app/api/integrations/calendly/webhook/route.ts}}.

Fuente: PENDIENTES.md [CALENDLY-WEBHOOK-REPLAY] · Doc del área: docs/areas/ventas.md",CALENDLY-WEBHOOK-REPLAY,Ventas,P2,seguridad
"[API-TIMEOUTS] (parte Ventas) Sin timeout en Calendly, Fathom y Zernio",Task,Medium,ventas,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* auditoría §3 ""Confiabilidad"" 1. Ningún {{AbortSignal.timeout}} en {{lib/calendly}}, {{lib/fathom}}, {{lib/zernio}}.

*Qué hay que hacer:* agregar timeout en cada fetch.

*Dónde:* esos directorios.

Fuente: PENDIENTES.md [API-TIMEOUTS] · Doc del área: docs/areas/ventas.md",API-TIMEOUTS,Ventas,P2,deuda técnica
[SALES-ACTIONS-SIN-USO] Server actions exportadas sin llamador,Task,Medium,ventas,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* ítem nuevo. Sin llamadores: {{getCallAnalysesAction}}, {{getMockCallAnalysisKeysAction}} ({{app/sales/actions.ts}}), {{getCloserCallsAction}}, {{updateCloserCommissionAction}}, {{getClosersWithCalendlyStatusAction}} ({{closer-actions.ts}}), {{getLeadThreadAction}} ({{lead-actions.ts}}), {{getConversationIdByExternalRef}} ({{app/conversations/actions.ts}}), todo {{app/unipile/actions.ts}} y {{app/instagram/actions.ts}}. Cada export {{""use server""}} es un endpoint.

*Qué hay que hacer:* borrarlas.

*Dónde:* esos archivos.

Fuente: PENDIENTES.md [SALES-ACTIONS-SIN-USO] · Doc del área: docs/areas/ventas.md",SALES-ACTIONS-SIN-USO,Ventas,P2,deuda técnica
[CALENDLY-TESTS] lib/calendly sin tests,Task,Medium,ventas,p2,tests,,,"*Tipo:* tests

*Estado verificado:* auditoría §3 ""Salud del código"" 4; no hay {{lib/calendly/__tests__}}. Tampoco {{lib/sales/resolve-lead.ts}} ni {{lib/fathom/process-call.ts}}.

*Qué hay que hacer:* tests del mapeo de estados y de {{syncMayOverwriteStatus}} aplicado en las dos syncs; de {{resolveLeadId}} con mocks.

*Dónde:* {{apps/web/lib/calendly/}}, {{apps/web/lib/sales/}}.

Fuente: PENDIENTES.md [CALENDLY-TESTS] · Doc del área: docs/areas/ventas.md",CALENDLY-TESTS,Ventas,P2,tests
[AUDITORIA §3 confiabilidad 11] La sync de contenido escribe ceros si el analytics no se reconoce,Bug,Medium,marketing,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{mapExternalPostToRow}} usa {{resolvePostAnalytics(post.analytics).metrics}} sin mirar {{recognized}}, y el update de existentes pisa {{metrics}} y {{metrics_updated_at}}.

*Qué hay que hacer:* si {{recognized=false}}, no incluir {{metrics}} en el update (y en el insert, dejar {{null}}).

*Dónde:* {{apps/web/app/marketing/content/sync-actions.ts}}

Fuente: PENDIENTES.md [AUDITORIA §3 confiabilidad 11] · Doc del área: docs/areas/marketing.md",AUDITORIA §3 confiabilidad 11,Marketing,P2,bug
[TRIAL-CLEANUP-LOOP] cleanup-trial-reels reprocesa los mismos jobs siempre,Task,Medium,marketing,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* el cron selecciona {{done|failed}} con {{updated_at < 30 días}} y nunca marca el job ni vacía {{variations}}. Auditoría §3 confiabilidad 8.

*Qué hay que hacer:* tras borrar, limpiar {{storage_path}}/{{preview_url}} o marcar {{cleaned_at}}.

*Dónde:* {{apps/web/app/api/cron/cleanup-trial-reels/route.ts}}

Fuente: PENDIENTES.md [TRIAL-CLEANUP-LOOP] · Doc del área: docs/areas/marketing.md",TRIAL-CLEANUP-LOOP,Marketing,P2,deuda técnica
[TRIAL-4] Música por defecto del worker,Task,Medium,marketing,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* {{apps/reel-worker/luts/warm.cube}} ya está en el repo (LUT ""Presetpro - Movie Film"", con copyright de Presetpro: confirmar licencia) y el Dockerfile copia {{luts/}}. Falta {{background-music.mp3}}. No sé si Fly tiene el deploy con el LUT.

*Qué hay que hacer:* conseguir un mp3 libre de derechos (o depender de {{[TRIAL-REELS-MUSICA]}}), confirmar licencia del LUT y {{fly deploy}}.

*Dónde:* {{apps/reel-worker/luts/}}

Fuente: PENDIENTES.md [TRIAL-4] · Doc del área: docs/areas/marketing.md",TRIAL-4,Marketing,P2,decisión de negocio
[TRIAL-FALLBACK-ROTO] El fallback en la lambda no acepta jobs de Drive,Bug,Medium,marketing,p2,bug,,,"*Tipo:* bug

*Estado verificado:* sin {{REEL_WORKER_URL}}, QStash apunta a {{/api/queue/process-reel-variations}}, cuyo zod exige {{sourceStoragePath}}; la acción sólo manda {{driveFileId}}. El job queda {{pending}}. Además ffmpeg no está en Vercel.

*Qué hay que hacer:* borrar el fallback o hacerlo fallar explícito marcando el job {{failed}}.

*Dónde:* {{apps/web/app/api/queue/process-reel-variations/route.ts}}, {{reel-variation-actions.ts}} ({{getReelWorkerUrl}})

Fuente: PENDIENTES.md [TRIAL-FALLBACK-ROTO] · Doc del área: docs/areas/marketing.md",TRIAL-FALLBACK-ROTO,Marketing,P2,bug
[TRIAL-RETRY-GENERACION] Reintentar sólo sirve para fallas de publicación,Bug,Medium,marketing,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{retryVariationAction}} pone la variación en {{scheduled}} y encola la publicación; si falló en FFmpeg no hay {{storage_path}} y la publicación vuelve a fallar.

*Qué hay que hacer:* deshabilitar el botón cuando no hay {{storage_path}}, o re-encolar al worker.

*Dónde:* {{apps/web/app/marketing/content/reel-variation-actions.ts}}, {{components/marketing/trial-reels/variation-card.tsx}}

Fuente: PENDIENTES.md [TRIAL-RETRY-GENERACION] · Doc del área: docs/areas/marketing.md",TRIAL-RETRY-GENERACION,Marketing,P2,bug
[YT-SIN-CRON] YouTube se sincroniza sólo al conectar,Task,Medium,marketing,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{syncYoutubeChannelAndVideos}} sólo se llama desde los callbacks OAuth y {{connectYoutubeApiKeyAction}} (sin {{await}}: Vercel puede cortarlo, auditoría §3 confiabilidad 6). El cron de métricas filtra {{source='zernio'}}. Trae 25 videos. El upsert no revisa {{error}}. {{docs/archivo/INTEGRACIONES_MAPA.md}} dice ""cron"" y {{content_assets}}: ambos falsos.

*Qué hay que hacer:* cron diario de YouTube (o incluir {{source='google'}} en el cron de métricas), {{after()}} en la sync inicial, corregir el mapa.

*Dónde:* {{apps/web/lib/google/sync-youtube.ts}}, {{apps/web/app/youtube/actions.ts}}, {{apps/web/vercel.json}}

Fuente: PENDIENTES.md [YT-SIN-CRON] · Doc del área: docs/areas/marketing.md",YT-SIN-CRON,Marketing,P2,deuda técnica
"[MKT-DRIVE-CARPETA] ""Nueva carpeta"" en Administrar siempre falla",Bug,Medium,marketing,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{createDriveFolderAction}} tira error siempre (scope {{drive.readonly}}), y {{drive-admin-view.tsx}} expone el botón.

*Qué hay que hacer:* ocultar el botón o pedir {{drive.file}}.

*Dónde:* {{apps/web/app/marketing/content/drive-actions.ts}}, {{components/marketing/drive-admin-view.tsx}}

Fuente: PENDIENTES.md [MKT-DRIVE-CARPETA] · Doc del área: docs/areas/marketing.md",MKT-DRIVE-CARPETA,Marketing,P2,bug
[MKT-SCOPE-YT-UPLOAD] Se pide youtube.upload sin usarlo,Bug,Medium,marketing,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{GOOGLE_UNIFIED_SCOPES}} incluye {{youtube.upload}} (y {{yt-analytics-monetary.readonly}}); ningún código sube videos. Sólo lo menciona {{/privacidad}}.

*Qué hay que hacer:* sacarlo (y de la página de privacidad) salvo que haya un plan de uso; facilita la verificación de la app de Google.

*Dónde:* {{apps/web/lib/google/scopes.ts}}

Fuente: PENDIENTES.md [MKT-SCOPE-YT-UPLOAD] · Doc del área: docs/areas/marketing.md",MKT-SCOPE-YT-UPLOAD,Marketing,P2,seguridad
[AUDITORIA §3 seguridad 5] updateContentPieceAction sin validación,Bug,Medium,marketing,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* pasa {{updates}} directo a {{.update()}}; el tipo TS no protege en runtime.

*Qué hay que hacer:* zod con whitelist de campos.

*Dónde:* {{apps/web/app/marketing/content/actions.ts}}

Fuente: PENDIENTES.md [AUDITORIA §3 seguridad 5] · Doc del área: docs/areas/marketing.md",AUDITORIA §3 seguridad 5,Marketing,P2,seguridad
[AUDITORIA §3 seguridad 9] content-thumbnails público con policy de listado,Bug,Medium,marketing,p2,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{20260805200000_content_thumbnails_bucket.sql}}: bucket {{public=true}} y policy {{SELECT}} para {{public}} sobre {{storage.objects}} → se pueden listar las carpetas (org ids) de todas las orgs.

*Qué hay que hacer:* borrar la policy de SELECT (las URLs públicas funcionan sin ella).

*Dónde:* migración nueva

Fuente: PENDIENTES.md [AUDITORIA §3 seguridad 9] · Doc del área: docs/areas/marketing.md",AUDITORIA §3 seguridad 9,Marketing,P2,seguridad
[AUDITORIA §3 confiabilidad 1] Zernio sin timeouts ni defensas uniformes,Task,Medium,marketing,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* ningún {{fetch}} de {{lib/zernio/client.ts}} usa {{AbortSignal.timeout}}; {{listAccounts}}, inbox, {{replyToComment}}, {{hideComment}}, {{createPost}} y los analytics de cuenta no pasan por {{zernioFetchJson}}.

*Qué hay que hacer:* timeout en {{zernioFetchJson}} y pasar todos los métodos por ahí.

*Dónde:* {{apps/web/lib/zernio/client.ts}}

Fuente: PENDIENTES.md [AUDITORIA §3 confiabilidad 1] · Doc del área: docs/areas/marketing.md",AUDITORIA §3 confiabilidad 1,Marketing,P2,deuda técnica
[ZERNIO-DOCS] Zernio no tiene documentación local ni entrada en API_DOCS_PENDIENTES,Task,Medium,marketing,p2,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* {{docs/external-apis/}} no tiene Zernio; {{/accounts/{id}/instagram/stories}}, {{/posts/sync-stories}}, {{/media/presign}}, formato de firma del webhook y forma de {{/analytics}} están implementados por prueba y error.

*Qué hay que hacer:* bajar la doc (docs.zernio.com) con {{docs/external-apis/tools/regenerar.sh}} o registrar los supuestos en {{docs/integraciones/apis-sin-documentacion.md}}.

*Dónde:* {{docs/external-apis/}}

Fuente: PENDIENTES.md [ZERNIO-DOCS] · Doc del área: docs/areas/marketing.md",ZERNIO-DOCS,Marketing,P2,verificación manual
[MKT-LEAD-MAGNETS-CAPTURA] Los lead magnets sólo capturan leads desde el análisis de DMs,Story,Medium,marketing,p2,feature,,,"*Tipo:* feature

*Estado verificado:* el único insert en {{lead_magnet_leads}} es {{registerLeadMagnetFromDm}}, disparado por {{analyzeZernioConversationAction}} si un mensaje saliente contiene la URL. Los canales {{typeform}}, {{google_forms}}, {{landing}}, {{manychat}} no tienen captura. {{redirect_url}} (""redirección para tracking de clicks"") y la tabla {{lead_magnet_clicks}} no tienen código.

*Qué hay que hacer:* decidir qué canales se miden y construir la captura (o sacar los canales del form).

*Dónde:* {{apps/web/lib/marketing/lead-magnets-internal.ts}}, {{app/marketing/lead-magnets-actions.ts}}

Fuente: PENDIENTES.md [MKT-LEAD-MAGNETS-CAPTURA] · Doc del área: docs/areas/marketing.md",MKT-LEAD-MAGNETS-CAPTURA,Marketing,P2,feature
[MKT-CODIGO-MUERTO] Componentes y acciones huérfanos,Task,Medium,marketing,p2,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* sin imports: {{components/marketing/{marketing-subnav,marketing-content-library,marketing-content-detail,youtube-video-performance,marketing-charts,instagram-empty-state}.tsx}}, {{overview/{conversion-strip,marketing-stat-card,metrics-sections,rate-bar,index}.ts(x)}} (metrics-sections todavía cae a {{mockMarketingOverview}}); por arrastre quedan inalcanzables {{cta-minute-input}}, {{content-label-badge}}, {{content-platform-metrics}} (minuto de CTA + retención real de YouTube y etiqueta manual). Acciones sin caller: {{publishVariantAsZernioDraftAction}}, {{generateVariantCaptionAction}}, {{getContentBenchmarkAction}}, {{deleteContentPieceAction}}, {{updateSalesAttributionAction}}, {{syncZernioMetricsAction}}, {{getContentPatternsAnalysisAction}}, {{getContentLabelDistributionAction}}, {{getInstagramIntegrationStatusAction}}, {{getContentAssetByIdAction}}, {{syncInstagramContentAction}}, {{syncInstagramMessagesAction}}, {{searchDriveFilesAction}}, {{getDriveFolderPathAction}}; en {{lib/zernio/client.ts}} {{validateApiKey}}, {{listPostAnalytics}}, {{getAccountAnalytics}}, {{getPostsAnalytics}} y todos los {{zernio*}} exportados. Cada export de un {{""use server""}} es un endpoint.

*Qué hay que hacer:* decidir si se recupera algo (retención/CTA de YouTube, publicar variante a Zernio) y borrar el resto.

*Dónde:* los listados

Fuente: PENDIENTES.md [MKT-CODIGO-MUERTO] · Doc del área: docs/areas/marketing.md",MKT-CODIGO-MUERTO,Marketing,P2,deuda técnica
[AUDITORIA §3 salud 1] Legacy de Instagram Graph y content_assets todavía agendado,Task,Medium,marketing,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* {{vercel.json}} corre {{/api/integrations/instagram/sync}} cada hora y {{/instagram/poll}} cada 5 min; 1 {{instagram_integrations}} en prod; {{content_assets}} 6 filas. El Overview y los UTMs (selector de videos) todavía leen {{content_assets}}.

*Qué hay que hacer:* migrar Overview/UTMs a {{content_pieces}} y después borrar crons, tabla y {{lib/instagram}}.

*Dónde:* {{apps/web/vercel.json}}, {{lib/instagram/*}}, {{app/marketing/actions.ts}}, {{app/(platform)/marketing/utms/page.tsx}}

Fuente: PENDIENTES.md [AUDITORIA §3 salud 1] · Doc del área: docs/areas/marketing.md",AUDITORIA §3 salud 1,Marketing,P2,decisión de negocio
[MKT-UTM-SELECTOR-VIDEOS] El generador de UTMs lista videos de content_assets,Bug,Medium,marketing,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{utms/page.tsx}} filtra {{listContentAssetsAction()}} por {{platform === ""youtube""}}, pero YouTube ahora escribe {{content_pieces}} ({{source='google'}}). Con una conexión nueva el selector queda vacío.

*Qué hay que hacer:* leer videos de {{content_pieces}} {{type='youtube'}}.

*Dónde:* {{apps/web/app/(platform)/marketing/utms/page.tsx}}, {{utm-actions.ts}} ({{resolveYoutubeVideoExternalId}})

Fuente: PENDIENTES.md [MKT-UTM-SELECTOR-VIDEOS] · Doc del área: docs/areas/marketing.md",MKT-UTM-SELECTOR-VIDEOS,Marketing,P2,bug
[MKT-CONTENT-LIMITE-50] La biblioteca muestra sólo 50 piezas,Bug,Medium,marketing,p2,bug,,,"*Tipo:* bug

*Estado verificado:* {{content/page.tsx}} pide {{limit: 50}} sin paginación (prod: 150 piezas). El promedio de la org del detalle también usa 50.

*Qué hay que hacer:* paginar o filtro por tipo/fecha server-side.

*Dónde:* {{apps/web/app/(platform)/marketing/content/page.tsx}}

Fuente: PENDIENTES.md [MKT-CONTENT-LIMITE-50] · Doc del área: docs/areas/marketing.md",MKT-CONTENT-LIMITE-50,Marketing,P2,bug
[PERMISOS-SERVER-ACTIONS/marketing] (compartido) Drive del founder y desconexiones abiertas a cualquier miembro,Bug,Medium,marketing,p2,seguridad,permisos-transversal,,"*Tipo:* seguridad

*Parte de:* {{[PERMISOS-SERVER-ACTIONS]}} (ítem transversal en Plataforma). Acá, lo específico del área.

*Estado verificado:* {{drive-actions.ts}} y {{disconnectFormAction}} no chequean rol.

*Qué hay que hacer:* ver ítem general.

*Dónde:* {{apps/web/app/marketing/content/drive-actions.ts}}, {{app/forms/actions.ts}}

Fuente: PENDIENTES.md [PERMISOS-SERVER-ACTIONS/marketing] · Doc del área: docs/areas/marketing.md",PERMISOS-SERVER-ACTIONS/marketing,Marketing,P2,seguridad
[EMBUDOS-SALUD] Habilitar el estado de salud (bandas de la §04) ⏸️,Task,Medium,embudos,p2,decision-de-negocio,feature,,"*Tipo:* decisión de negocio / feature

*Estado verificado:* {{applyHealthBand}}, {{resolveBenchmark}}, {{CROSS_FUNNEL_BANDS}} sólo se usan en tests; la tabla de pasos muestra {{benchmarkLabel}} como texto. {{funnel_benchmarks}} sin uso. {{diagnoseFunnel()}} no existe.

*Qué hay que hacer:* cuando Santiago lo habilite, capa de presentación (semáforo en pasos y KPIs), lectura de {{funnel_benchmarks}} para overrides y {{diagnoseFunnel()}}.

*Dónde:* {{apps/web/lib/funnels/health-bands.ts}}, {{components/funnels/funnel-steps-table.tsx}}.

Fuente: PENDIENTES.md [EMBUDOS-SALUD] · Doc del área: docs/areas/embudos.md",EMBUDOS-SALUD,Embudos y Lanzamientos,P2,decisión de negocio / feature
